Airport Name,Aircraft Make Model,Effect Amount of damage,Flight Date,Aircraft Airline Operator,Origin State,Phase of flight,Wildlife Size,Wildlife Species,Time of day,Cost Other,Cost Repair,Cost Total $,Speed IAS in knots
PORT COLUMBUS INTL,MD-80,,1992-06-03,AMERICAN AIRLINES,Ohio,Approach,Medium,Unknown bird - medium,Day,0,0,0,130.0
LIHUE ARPT,DC-9-30,,1996-11-08,HAWAIIAN AIR,Hawaii,Climb,Small,Unknown bird - small,Day,0,0,0,130.0
LOUISVILLE INTL ARPT,DC-9,,1993-07-12,NORTHWEST AIRLINES,Kentucky,Take-off run,Small,Mourning dove,Day,0,0,0,160.0
SACRAMENTO INTL,B-737-300,Minor,1994-01-29,SOUTHWEST AIRLINES,California,Approach,Large,Unknown bird - large,Day,0,0,0,
LOS ANGELES INTL,B-757-200,,1995-08-29,DELTA AIR LINES,California,Landing Roll,Small,American kestrel,Day,0,0,0,
GEORGE BUSH INTERCONTINENTAL,B-777-200,,1999-02-16,CONTINENTAL AIRLINES,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,B-52,,1990-03-08,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,150.0
SACRAMENTO INTL,MD-80,Substantial,1997-01-03,AMERICAN AIRLINES,California,Approach,Medium,Mallard,Night,0,148743,148743,
DALLAS/FORT WORTH INTL ARPT,MD-80,,1997-10-28,AMERICAN AIRLINES,Texas,Landing Roll,Small,American robin,Day,0,0,0,100.0
WASHINGTON DULLES INTL ARPT,MD-80,,1991-08-19,AMERICAN AIRLINES,DC,Approach,Small,Unknown bird - small,Night,0,0,0,130.0
LOUISVILLE INTL ARPT,B-757-200,Minor,1999-03-24,UPS AIRLINES,Kentucky,Approach,Medium,Unknown bird - medium,Night,0,0,0,200.0
PHOENIX SKY HARBOR,B-737-300,,2000-02-23,AMERICA WEST AIRLINES,Arizona,Approach,Small,Unknown bird - small,Dawn,0,0,0,125.0
DALLAS/FORT WORTH INTL ARPT,EMB-135,,2000-02-25,AMERICAN EAGLE AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Day,0,0,0,135.0
DALLAS/FORT WORTH INTL ARPT,MD-80,,1993-09-21,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,
METRO OAKLAND INTL,B-737-300,,2000-12-03,SOUTHWEST AIRLINES,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,135.0
BALTIMORE WASH INTL,A-320,,2000-09-05,UNITED AIRLINES,Maryland,Approach,Medium,Unknown bird - medium,Day,0,0,0,110.0
GREATER PITTSBURGH,B-737-200,Substantial,1993-10-06,US AIRWAYS*,Pennsylvania,Take-off run,Large,Canada goose,Day,0,0,0,85.0
CHARLOTTE/DOUGLAS INTL ARPT,B-737-300,,2001-08-03,US AIRWAYS*,North Carolina,Approach,Small,Unknown bird - small,Day,0,0,0,150.0
SALT LAKE CITY INTL,EMB-120,,2001-01-06,SKYWEST AIRLINES,Utah,Landing Roll,Medium,Unknown bird - medium,Dawn,0,0,0,
ATLANTA INTL,B-767-300,,1994-10-20,DELTA AIR LINES,Georgia,Approach,Medium,Unknown bird - medium,Day,0,0,0,180.0
CHARLOTTE/DOUGLAS INTL ARPT,B-737-400,,1995-06-06,US AIRWAYS*,North Carolina,Take-off run,Medium,Unknown bird - medium,Dusk,0,0,0,132.0
LOGAN INTL,B-737-200,,1998-07-27,DELTA AIR LINES,Massachusetts,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,140.0
NASHVILLE INTL,FOKKER F100,,1998-08-05,AMERICAN AIRLINES,Tennessee,Climb,Small,Unknown bird - small,Day,0,0,0,150.0
DALLAS/FORT WORTH INTL ARPT,B-757-200,,1992-05-25,AMERICAN AIRLINES,Texas,Take-off run,Small,European starling,Day,0,0,0,140.0
WASHINGTON DULLES INTL ARPT,LEARJET-55,,1994-06-30,BUSINESS,DC,Take-off run,Small,Unknown bird - small,Day,0,0,0,320.0
LIHUE ARPT,DC-9-50,,1999-02-18,HAWAIIAN AIR,Hawaii,Take-off run,Small,Zebra dove,Day,0,0,0,60.0
METRO OAKLAND INTL,B-737-200,Minor,1995-03-01,DELTA AIR LINES,California,Descent,Medium,Unknown bird - medium,Night,0,0,0,250.0
CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F100,,1998-09-04,US AIRWAYS*,North Carolina,Take-off run,Large,Unknown bird - large,Night,0,0,0,120.0
CHICAGO O'HARE INTL ARPT,MD-80,,1993-07-04,AMERICAN AIRLINES,Illinois,Take-off run,Small,Eastern meadowlark,Day,0,0,0,50.0
AUSTIN-BERGSTROM INTL,B-727,,1998-03-28,DELTA AIR LINES,Texas,Climb,Medium,Unknown bird - medium,Dawn,0,0,0,160.0
AUSTIN-BERGSTROM INTL,DC-9-40,,2001-09-11,ABX AIR,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,250.0
HONOLULU INTL ARPT,B-737-200,,1999-12-09,ALOHA AIRLINES,Hawaii,Landing Roll,Small,Unknown bird - small,Day,0,0,0,130.0
DALLAS/FORT WORTH INTL ARPT,B-757-200,,1997-02-22,DELTA AIR LINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,
BALTIMORE WASH INTL,B-737-300,,1991-09-01,AMERICA WEST AIRLINES,Maryland,Climb,Medium,Unknown bird - medium,Night,0,0,0,230.0
MINNEAPOLIS-ST PAUL INTL,C-130E,,1996-05-23,MILITARY,Minnesota,Approach,Medium,Unknown bird - medium,Night,0,11880,11880,200.0
CHICAGO O'HARE INTL ARPT,MD-82,,2001-08-17,AMERICAN AIRLINES,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,170.0
MEMPHIS INTL,A-310,Substantial,1996-10-18,FEDEX EXPRESS,Tennessee,Climb,Large,Canada goose,Night,0,0,0,165.0
NEWARK LIBERTY INTL ARPT,B-727,,1995-10-25,CONTINENTAL AIRLINES,New Jersey,Approach,Small,Unknown bird - small,Night,0,0,0,145.0
GREATER PITTSBURGH,MD-82,,1998-06-16,AMERICAN AIRLINES,Pennsylvania,Climb,Small,Unknown bird - small,Day,0,0,0,155.0
PHOENIX SKY HARBOR,FOKKER F100,,1999-10-13,AMERICAN AIRLINES,Arizona,Approach,Small,Unknown bird - small,Night,0,0,0,150.0
MINNEAPOLIS-ST PAUL INTL,DC-9,,1998-05-18,NORTHWEST AIRLINES,Minnesota,Approach,Medium,Unknown bird - medium,Day,0,0,0,140.0
LOGAN INTL,B-737-400,,1998-06-05,US AIRWAYS*,Massachusetts,Take-off run,Small,Killdeer,Day,0,0,0,145.0
SAN ANTONIO INTL,MD-83,,2000-08-20,AMERICAN AIRLINES,Texas,Take-off run,Small,Unknown bird - small,Day,0,0,0,100.0
AUSTIN-BERGSTROM INTL,FOKKER F100,,1996-05-25,AMERICAN AIRLINES,Texas,Descent,Small,Unknown bird - small,Night,0,0,0,250.0
CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F28 MK 1000,,1990-10-22,US AIRWAYS*,North Carolina,Approach,Medium,Unknown bird - medium,Dawn,0,0,0,140.0
LAGUARDIA NY,FOKKER F100,,1996-09-21,AMERICAN AIRLINES,New York,Climb,Medium,Unknown bird - medium,Night,0,0,0,200.0
NEW ORLEANS INTL,MD-88,,1998-08-30,DELTA AIR LINES,Louisiana,Take-off run,Small,Killdeer,Dawn,0,0,0,80.0
LOS ANGELES INTL,SAAB-340,Substantial,2000-05-15,AMERICAN EAGLE AIRLINES,California,Take-off run,Small,Rock pigeon,Day,133637,668183,801820,100.0
BARKSDALE AIR FORCE BASE ARPT,B-52H,,2001-08-08,MILITARY,Louisiana,Take-off run,Small,Barn swallow,Day,0,0,0,130.0
PORT COLUMBUS INTL,MD-80,,1992-03-24,AMERICAN AIRLINES,Ohio,Climb,Small,Unknown bird - small,Dawn,0,0,0,140.0
SALT LAKE CITY INTL,B-727,,1995-06-08,DELTA AIR LINES,Utah,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
CHICAGO O'HARE INTL ARPT,B-727-200,,1991-12-05,AMERICAN AIRLINES,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,100.0
HOUSTON-HOBBY,B-737-300,,1998-11-25,SOUTHWEST AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,135.0
NEW ORLEANS INTL,B-737-300,,1991-02-22,SOUTHWEST AIRLINES,Louisiana,Climb,Small,Unknown bird - small,Day,0,0,0,170.0
JOHN F KENNEDY INTL,B-767-300,,1994-09-15,AMERICAN AIRLINES,New York,Climb,Medium,Unknown bird - medium,Dusk,0,0,0,250.0
CHICAGO O'HARE INTL ARPT,B-737-300,,1994-05-22,UNITED AIRLINES,Illinois,Take-off run,Medium,Mallard,Day,0,0,0,
NEWARK LIBERTY INTL ARPT,B-737-200,,1996-10-29,DELTA AIR LINES,New Jersey,Approach,Small,Unknown bird - small,Night,0,0,0,250.0
HONOLULU INTL ARPT,B-737-200,,1999-07-27,ALOHA AIRLINES,Hawaii,Approach,Large,Unknown bird - large,Day,0,0,0,160.0
KANSAS CITY INTL,B-737-200,,1996-05-22,SOUTHWEST AIRLINES,Missouri,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
SAN ANTONIO INTL,B-757-200,,2001-09-16,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Dusk,0,0,0,160.0
MEMPHIS INTL,DC-10,,1998-10-13,FEDEX EXPRESS,Tennessee,Descent,Small,Unknown bird - small,Night,0,0,0,
LOS ANGELES INTL,FOKKER F28 MK 4000,,2001-10-15,HORIZON AIR,California,Landing Roll,Small,Mourning dove,Dawn,0,0,0,
PHILADELPHIA INTL,B-737,,1993-11-03,UNITED AIRLINES,Pennsylvania,Approach,Medium,Unknown bird - medium,Night,0,0,0,160.0
SACRAMENTO INTL,B-737-300,Medium,1993-12-14,SOUTHWEST AIRLINES,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,130.0
GREATER PITTSBURGH,B-727-100,,2002-05-17,FEDEX EXPRESS,Pennsylvania,Take-off run,Small,Unknown bird - small,Dawn,0,0,0,110.0
CHARLOTTE/DOUGLAS INTL ARPT,DC-9,Minor,1994-10-16,US AIRWAYS*,North Carolina,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,90.0
BALTIMORE WASH INTL,FOKKER F100,,1994-10-31,AMERICAN AIRLINES,Maryland,Climb,Small,Unknown bird - small,Day,0,0,0,140.0
GREATER PITTSBURGH,FOKKER F100,Minor,1993-09-19,US AIRWAYS*,Pennsylvania,Approach,Small,Mourning dove,Dusk,0,0,0,
NEWARK LIBERTY INTL ARPT,B-757-200,,2002-06-01,CONTINENTAL AIRLINES,New Jersey,Take-off run,Small,Unknown bird - small,Day,0,0,0,110.0
SEATTLE-TACOMA INTL,B-727,,1999-10-02,DELTA AIR LINES,Washington,Approach,Small,Unknown bird - small,Day,0,0,0,
SACRAMENTO INTL,B-737,,1998-10-17,SOUTHWEST AIRLINES,California,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,B-52H,,1999-01-12,MILITARY,Louisiana,Climb,Small,Mourning dove,Dusk,0,0,0,105.0
NASHVILLE INTL,B-727-200,,1990-09-27,AMERICAN AIRLINES,Tennessee,Climb,Medium,Unknown bird - medium,Night,0,0,0,250.0
AUSTIN-BERGSTROM INTL,DC-8-62,,1995-09-08,ABX AIR,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,B-52H,,2002-07-15,MILITARY,Louisiana,Climb,Small,Barn swallow,Day,0,0,0,180.0
LAGUARDIA NY,B-727,,1992-10-22,AMERICAN AIRLINES,New York,Approach,Medium,Unknown bird - medium,Night,0,0,0,160.0
LIHUE ARPT,B-737-200,,1998-01-03,ALOHA AIRLINES,Hawaii,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
CHICAGO O'HARE INTL ARPT,FOKKER F100,,1997-08-21,AMERICAN AIRLINES,Illinois,Approach,Medium,Unknown bird - medium,Day,0,0,0,140.0
ORLANDO INTL,B-737-500,,2002-03-11,SOUTHWEST AIRLINES,Florida,Approach,Large,Unknown bird - large,Night,0,0,0,200.0
SAN ANTONIO INTL,B-737-300,Substantial,1991-10-26,US AIRWAYS*,Texas,Climb,Large,Turkey vulture,Day,0,0,0,
MEMPHIS INTL,A-300,,2002-05-14,FEDEX EXPRESS,Tennessee,Climb,Medium,Unknown bird - medium,Day,0,0,0,
NASHVILLE INTL,DC-9,,1994-09-06,US AIRWAYS*,Tennessee,Approach,Small,Mourning dove,Dusk,0,0,0,200.0
INDIANAPOLIS INTL,A-320,,2000-07-18,NORTHWEST AIRLINES,Indiana,Landing Roll,Small,Killdeer,Dawn,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-82,,2001-03-06,AMERICAN AIRLINES,Texas,Descent,Small,Unknown bird - small,Night,0,0,0,250.0
DETROIT METRO WAYNE COUNTY ARPT,B-727-200,,2000-07-12,AMERICAN AIRLINES,Michigan,Take-off run,Small,Unknown bird - small,Dawn,0,0,0,110.0
WASHINGTON DULLES INTL ARPT,BA-31 JETSTR,,2000-02-20,ATLANTIC COAST AIRLINES,DC,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,160.0
JOHN F KENNEDY INTL,MD-82,Minor,2000-10-11,AMERICAN AIRLINES,New York,Approach,Large,Unknown bird - large,Day,0,0,0,210.0
NEWARK LIBERTY INTL ARPT,DC-10,,2002-05-07,FEDEX EXPRESS,New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,
DENVER INTL AIRPORT,A-319,,2001-10-16,FRONTIER AIRLINES,Colorado,Climb,Small,Unknown bird - small,Night,0,0,0,
CHARLOTTE/DOUGLAS INTL ARPT,BE-58  BARON,,1993-08-16,BUSINESS,North Carolina,Approach,Small,Unknown bird - small,Night,0,0,0,160.0
DALLAS/FORT WORTH INTL ARPT,MD-88,,1999-01-19,DELTA AIR LINES,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,135.0
DALLAS/FORT WORTH INTL ARPT,B-767,,1995-10-27,AMERICAN AIRLINES,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
JOHN F KENNEDY INTL,MD-80,,1992-10-26,TRANS WORLD AIRLINES,New York,Climb,Medium,Unknown bird - medium,Dusk,0,0,0,
NEW ORLEANS INTL,B-737-200,Minor,1993-06-01,SOUTHWEST AIRLINES,Louisiana,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
PORTLAND INTL (OR),B-737-300,,1999-03-19,AMERICA WEST AIRLINES,Oregon,Descent,Medium,Unknown bird - medium,Night,0,0,0,250.0
INDIANAPOLIS INTL,CL-RJ100/200,,1999-06-24,COMAIR AIRLINES,Indiana,Approach,Small,Mourning dove,Day,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,KC-10A,,1994-09-08,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,130.0
NEWARK LIBERTY INTL ARPT,B-737-300,,2000-10-16,CONTINENTAL AIRLINES,New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,
GREATER PITTSBURGH,DC-9,,1991-05-31,US AIRWAYS*,Pennsylvania,Approach,Small,European starling,Day,0,0,0,
LOGAN INTL,MD-80,,1997-10-10,NORTHWEST AIRLINES,Massachusetts,Approach,Medium,Unknown bird - medium,Night,0,0,0,
HOUSTON-HOBBY,B-737-300,,1990-05-24,SOUTHWEST AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,250.0
NEWARK LIBERTY INTL ARPT,B-737-400,,1999-10-07,US AIRWAYS*,New Jersey,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F100,,1997-02-22,AMERICAN AIRLINES,North Carolina,Take-off run,Small,Unknown bird - small,Day,0,0,0,100.0
NASHVILLE INTL,B-727-200,,1990-09-17,AMERICAN AIRLINES,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,230.0
ATLANTA INTL,EMB-120,,1991-04-25,ATLANTIC SOUTHEAST,Georgia,Approach,Small,European starling,Dusk,0,0,0,130.0
CHICAGO O'HARE INTL ARPT,B-767-300,Minor,1999-12-05,AMERICAN AIRLINES,Illinois,Approach,Medium,Unknown bird - medium,Day,0,0,0,
KANSAS CITY INTL,MD-88,,2001-07-13,DELTA AIR LINES,Missouri,Landing Roll,Medium,Mallard,Day,0,0,0,120.0
DETROIT METRO WAYNE COUNTY ARPT,A-320,,2002-04-01,AMERICA WEST AIRLINES,Michigan,Climb,Small,Horned lark,Day,0,0,0,150.0
DALLAS/FORT WORTH INTL ARPT,MD-80,,1991-09-26,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,135.0
NASHVILLE INTL,B-757-200,,2002-02-17,DELTA AIR LINES,Tennessee,Approach,Small,European starling,Dusk,0,0,0,125.0
BARKSDALE AIR FORCE BASE ARPT,KC-10A,,1994-07-18,MILITARY,Louisiana,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,150.0
NEW ORLEANS INTL,B-737,,1994-11-27,CONTINENTAL AIRLINES,Louisiana,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-80,,1999-06-04,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,
NEW ORLEANS INTL,B-737-400,,1999-10-11,US AIRWAYS*,Louisiana,Approach,Small,Unknown bird - small,Day,0,0,0,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,CL-RJ100/200,Medium,2000-12-13,COMAIR AIRLINES,Kentucky,Climb,Medium,Unknown bird - medium,Night,0,0,0,170.0
DALLAS/FORT WORTH INTL ARPT,MD-80,,1996-10-07,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Night,0,0,0,150.0
CHICAGO O'HARE INTL ARPT,B-757-200,,1996-09-15,AMERICAN AIRLINES,Illinois,Approach,Small,European starling,Day,0,0,0,132.0
LIHUE ARPT,B-737-200,Medium,1999-02-19,ALOHA AIRLINES,Hawaii,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
MEMPHIS INTL,MD-80,,1992-10-28,AMERICAN AIRLINES,Tennessee,Approach,Medium,Unknown bird - medium,Day,0,0,0,200.0
NASHVILLE INTL,B-727,,1992-06-18,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,250.0
GEORGE BUSH INTERCONTINENTAL,EMB-145,,2000-07-06,EXPRESSJET (CONTINENTAL EXPRS),Texas,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
SEATTLE-TACOMA INTL,DC-9-40,,1995-08-03,NORTHWEST AIRLINES,Washington,Approach,Small,Unknown bird - small,Day,0,0,0,151.0
PHOENIX SKY HARBOR,B-737-300,,1999-10-29,AMERICA WEST AIRLINES,Arizona,Descent,Small,Unknown bird - small,Night,0,0,0,
MINNEAPOLIS-ST PAUL INTL,DC-9-40,,2001-08-22,NORTHWEST AIRLINES,Minnesota,Approach,Small,Unknown bird - small,Night,0,0,0,150.0
DALLAS/FORT WORTH INTL ARPT,SAAB-340,,1998-10-07,AMERICAN EAGLE AIRLINES,Texas,Take-off run,Small,Rock pigeon,Day,0,0,0,
SACRAMENTO INTL,KC-135E,,2001-01-12,MILITARY,California,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,145.0
WASHINGTON DULLES INTL ARPT,B-757-200,,1994-07-15,UNITED AIRLINES,DC,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,B-757-200,,2002-06-30,AMERICAN AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Day,0,0,0,
WASHINGTON DULLES INTL ARPT,DC-10,Minor,1991-11-23,UNITED AIRLINES,DC,Take-off run,Large,White-tailed deer,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-82,,1997-06-12,AMERICAN AIRLINES,Texas,Approach,Small,Mourning dove,Dusk,0,0,0,128.0
EPPLEY AIRFIELD,B-727-200,,2001-09-21,FEDEX EXPRESS,Nebraska,Descent,Small,Unknown bird - small,Night,0,0,0,
CHICAGO O'HARE INTL ARPT,A-320,,1994-03-12,AMERICA WEST AIRLINES,Illinois,Take-off run,Small,Unknown bird - small,Day,0,0,0,120.0
DALLAS/FORT WORTH INTL ARPT,MD-80,,2000-07-30,AMERICAN AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Day,0,0,0,250.0
RONALD REAGAN WASHINGTON NATL,MD-80,,1996-10-17,AMERICAN AIRLINES,DC,Approach,Medium,Unknown bird - medium,Day,0,0,0,
KANSAS CITY INTL,B-727,,1998-10-06,NORTHWEST AIRLINES,Missouri,Landing Roll,Small,Unknown bird - small,Day,0,0,0,135.0
NASHVILLE INTL,B-727-200,,1998-05-11,UNITED AIRLINES,Tennessee,Approach,Large,Unknown bird - large,Night,0,0,0,190.0
HONOLULU INTL ARPT,DC-10,,2000-03-05,HAWAIIAN AIR,Hawaii,Climb,Small,Unknown bird - small,Day,0,0,0,180.0
SEATTLE-TACOMA INTL,MD-82,,1991-10-30,CONTINENTAL AIRLINES,Washington,Approach,Small,Short-eared owl,Night,0,0,0,110.0
NASHVILLE INTL,B-737-200,,1997-08-28,DELTA AIR LINES,Tennessee,Take-off run,Large,Unknown bird - large,Day,0,0,0,160.0
BARKSDALE AIR FORCE BASE ARPT,B-52G,,1990-12-03,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,145.0
NEW ORLEANS INTL,B-737-300,,1998-06-19,SOUTHWEST AIRLINES,Louisiana,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
PORT COLUMBUS INTL,MD-80,,1993-09-30,AMERICAN AIRLINES,Ohio,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,125.0
HOUSTON-HOBBY,B-737-300,,2002-05-24,SOUTHWEST AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,250.0
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,CL-RJ100/200,,2000-06-20,COMAIR AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,145.0
GEORGE BUSH INTERCONTINENTAL,B-727-200,,2001-07-09,DELTA AIR LINES,Texas,Climb,Small,Unknown bird - small,Dawn,0,0,0,155.0
PHILADELPHIA INTL,B-737-300,,1999-05-07,US AIRWAYS*,Pennsylvania,Approach,Small,Unknown bird - small,Night,0,0,0,180.0
JOHN F KENNEDY INTL,B-767-200,,1993-07-17,TRANS WORLD AIRLINES,New York,Approach,Medium,Unknown bird - medium,Day,0,0,0,
CHARLOTTE/DOUGLAS INTL ARPT,B-737-300,,2000-12-23,US AIRWAYS*,North Carolina,Landing Roll,Small,Rock pigeon,Day,0,0,0,90.0
CHARLESTON AFB/INTL ARPT,KC-10A,,1996-09-28,MILITARY,South Carolina,Climb,Medium,Unknown bird or bat,Day,0,0,0,180.0
RONALD REAGAN WASHINGTON NATL,B-737-200,,1996-09-15,US AIRWAYS*,DC,Climb,Small,Unknown bird - small,Dusk,0,0,0,170.0
NEW ORLEANS INTL,MD-88,,1995-07-18,DELTA AIR LINES,Louisiana,Landing Roll,Small,Unknown bird - small,Day,0,0,0,60.0
LOUISVILLE INTL ARPT,B-737,,1990-07-07,UNITED AIRLINES,Kentucky,Take-off run,Small,Unknown bird - small,Day,0,0,0,140.0
MEMPHIS INTL,FOKKER F100,,1995-04-18,US AIRWAYS*,Tennessee,Approach,Small,European starling,Day,0,0,0,140.0
EPPLEY AIRFIELD,DC-9-30,,1993-09-25,NORTHWEST AIRLINES,Nebraska,Take-off run,Large,Canada goose,Dawn,0,0,0,
NEWARK LIBERTY INTL ARPT,A-300,,1993-11-02,CONTINENTAL AIRLINES,New Jersey,Approach,Large,Unknown bird - large,Night,0,0,0,190.0
SACRAMENTO INTL,EMB-120,,2000-12-23,SKYWEST AIRLINES,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,
DENVER INTL AIRPORT,B-727-200,,2000-06-08,UNITED AIRLINES,Colorado,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
NEWARK LIBERTY INTL ARPT,B-727-200,,1997-09-27,AMERICAN AIRLINES,New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,160.0
LOUISVILLE INTL ARPT,MD-88,,1994-06-30,DELTA AIR LINES,Kentucky,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
RONALD REAGAN WASHINGTON NATL,B-737-400,,1995-09-11,US AIRWAYS*,DC,Descent,Large,Unknown bird - large,Night,0,0,0,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,FOKKER F100,,1994-07-01,AMERICAN AIRLINES,Kentucky,Climb,Small,Unknown bird - small,Day,0,0,0,
NEWARK LIBERTY INTL ARPT,MD-80,,1995-11-02,CONTINENTAL AIRLINES,New Jersey,Take-off run,Small,Rock pigeon,Day,0,0,0,
PHOENIX SKY HARBOR,A-320,,1998-05-19,AMERICA WEST AIRLINES,Arizona,Approach,Small,Unknown bird - small,Day,0,0,0,
NASHVILLE INTL,SAAB-340,,1992-08-16,AMERICAN EAGLE AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,80.0
RONALD REAGAN WASHINGTON NATL,CITATION II,Medium,2000-03-08,BUSINESS,DC,Climb,Medium,Unknown bird - medium,Day,124282,26727,151009,170.0
LIHUE ARPT,LOCKHEED C-130,Medium,1996-05-14,GOVERNMENT,Hawaii,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,KC-10A,,1993-07-25,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,200.0
BALTIMORE WASH INTL,B-737-300,Medium,1991-11-22,US AIRWAYS*,Maryland,Take-off run,Medium,Herring gull,Day,0,0,0,135.0
LAGUARDIA NY,B-757-200,,2002-05-16,AMERICAN AIRLINES,New York,Approach,Small,Unknown bird - small,Night,0,0,0,160.0
CHICAGO O'HARE INTL ARPT,B-757-200,,1994-07-01,UNITED AIRLINES,Illinois,Climb,Small,Mourning dove,Day,0,0,0,150.0
MINNEAPOLIS-ST PAUL INTL,HAWKER 1000,,2001-09-23,EXECUTIVE JET AVIATION,Minnesota,Approach,Small,Unknown bird - small,Night,0,0,0,
EPPLEY AIRFIELD,B-727,,1993-10-20,TRANS WORLD AIRLINES,Nebraska,Approach,Small,Unknown bird - small,Night,0,0,0,230.0
INDIANAPOLIS INTL,CL-RJ100/200,,2001-08-22,COMAIR AIRLINES,Indiana,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
DETROIT METRO WAYNE COUNTY ARPT,A-320,,2002-04-03,AMERICA WEST AIRLINES,Michigan,Approach,Small,Unknown bird - small,Day,0,0,0,170.0
PORTLAND INTL (OR),MD-80,,1997-03-29,ALASKA AIRLINES,Oregon,Landing Roll,Medium,Mallard,Dusk,0,0,0,
SAN FRANCISCO INTL ARPT,MD-80,,1995-08-07,ALASKA AIRLINES,California,Climb,Medium,Unknown bird - medium,Day,0,0,0,150.0
NEWARK LIBERTY INTL ARPT,A-300,,2000-06-01,FEDEX EXPRESS,New Jersey,Descent,Small,Unknown bird - small,Night,0,0,0,220.0
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-727,,1992-10-27,DELTA AIR LINES,Kentucky,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
KANSAS CITY INTL,CL-RJ100/200,,1997-08-09,AIR CANADA,Missouri,Take-off run,Small,Barn swallow,Dusk,0,0,0,100.0
